City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,bedele,8.456,36.353,81.09,29,100,6.69,ET,1681384966
292,ust-omchug,61.15,149.6333,1.6,93,6,4.45,RU,1681384966
293,guerrero negro,27.9769,-114.0611,55.47,80,66,13.11,MX,1681384677
294,saint stephen,50.3333,-4.9,52.03,81,40,13.8,GB,1681384967
295,shiojiri,36.1,137.9667,47.34,59,13,5.39,JP,1681384967
296,vanimo,-2.6741,141.3028,78.87,86,37,5.5,PG,1681384967
297,awbari,26.5921,12.7805,81.66,8,32,9.73,LY,1681384967
298,tommot,58.9564,126.2925,26.33,94,100,2.24,RU,1681384968
299,salalah,17.0151,54.0924,87.89,66,20,11.5,OM,1681384968
300,sobolevo,54.4299,31.8996,58.69,40,100,13.89,RU,1681384968
301,dabakala,8.3667,-4.4333,92.12,45,40,6.29,CI,1681384968
302,valdez,1.2492,-78.9831,77.25,87,77,4.85,EC,1681384969
303,sur,22.5667,59.5289,85.55,48,25,4.74,OM,1681384969
304,kismayo,-0.3582,42.5454,87.22,61,96,12.73,SO,1681384969
305,plettenberg bay,-34.0527,23.3716,67.64,53,46,10.49,ZA,1681384970
306,meulaboh,4.1363,96.1285,82.18,79,97,4.34,ID,1681384970
307,goundam,16.4145,-3.6708,99.01,8,92,17.49,ML,1681384970
308,goderich,43.7501,-81.7165,61.12,51,3,13.8,CA,1681384874
309,sisimiut,66.9395,-53.6735,22.12,86,73,4.25,GL,1681384971
310,doka,13.5167,35.7667,103.5,18,12,10.42,SD,1681384971
311,kavaratti,10.5669,72.642,84.11,71,100,4.34,IN,1681384971
312,saint-georges,12.0564,-61.7485,76.78,79,90,11.21,GD,1681384972
313,kalaswala,32.2009,74.6491,96.76,12,0,7.45,PK,1681384972
314,zalantun,48.0,122.7167,44.67,29,10,8.79,CN,1681384972
315,baoning,25.3378,110.026,75.06,78,100,4.47,CN,1681384972
316,deputatskiy,69.3,139.9,-2.79,99,71,2.3,RU,1681384973
317,kuching,1.55,110.3333,84.42,74,20,4.61,MY,1681384973
318,zimovniki,47.1483,42.4633,57.7,68,100,20.18,RU,1681384973
319,abadan,30.3392,48.3043,75.15,43,75,11.5,IR,1681384973
320,wilkie,52.4168,-108.7014,23.38,73,2,4.9,CA,1681384973
321,bidar,17.9,77.55,100.4,15,100,7.31,IN,1681384839
322,chenzhou,25.8,113.0333,77.49,77,30,5.64,CN,1681384974
323,elk city,35.412,-99.4043,53.82,76,0,13.8,US,1681384974
324,myre,69.1036,15.9492,46.35,72,6,13.31,NO,1681384974
325,labuhan,-6.8844,112.2051,79.95,85,100,5.12,ID,1681384975
326,iqaluit,63.7506,-68.5145,11.93,85,100,1.99,CA,1681384975
327,padilla,3.2204,-76.3139,65.77,91,100,3.44,CO,1681384975
328,lompoc,34.6391,-120.4579,48.02,80,0,18.99,US,1681384975
329,stranda,62.3096,6.9358,53.94,56,100,4.56,NO,1681384975
330,praia,14.9215,-23.5087,79.34,61,20,11.5,CV,1681384976
331,narsaq,60.9167,-46.05,34.02,73,99,2.26,GL,1681384976
332,manbij,36.5281,37.9549,61.2,47,37,16.06,SY,1681384976
333,grindavik,63.8424,-22.4338,41.47,65,40,9.22,IS,1681384976
334,itarema,-2.9248,-39.9167,79.05,80,77,8.08,BR,1681384976
335,darhan,49.4867,105.9228,33.84,39,87,5.91,MN,1681384977
336,burns lake,54.2331,-125.7533,27.82,94,100,3.42,CA,1681384977
337,gizo,-8.103,156.8419,80.76,79,96,8.05,SB,1681384977
338,aitape,-3.1374,142.3475,79.75,85,76,4.99,PG,1681384977
339,antalaha,-14.9003,50.2788,83.98,65,48,7.92,MG,1681384977
340,saint andrews,34.0454,-81.1293,50.25,93,40,0.0,US,1681384977
341,hoa binh,20.8133,105.3383,82.22,83,84,7.4,VN,1681384978
342,odweyne,9.4092,45.064,83.03,40,100,4.16,SO,1681384978
343,tibiri,13.5627,7.0485,97.14,10,52,13.8,NE,1681384978
344,beringovskiy,63.05,179.3167,-4.88,98,94,7.0,RU,1681384978
345,kisanga,-7.4362,37.7034,88.3,57,99,5.32,TZ,1681384979
346,dwarka,22.2394,68.9678,84.65,55,86,14.27,IN,1681384979
347,gilgit,35.9221,74.3087,66.27,37,0,2.66,PK,1681384979
348,florence,43.7667,11.25,62.92,59,40,13.8,IT,1681384979
349,tecoanapa,16.5167,-98.75,76.39,67,41,2.77,MX,1681384979
350,kamenka,51.3223,42.7678,53.78,61,100,24.96,RU,1681384980
351,leirvik,59.7798,5.5005,50.86,86,75,17.27,NO,1681384980
352,santa fe,-31.6333,-60.7,60.03,85,85,8.99,AR,1681384707
353,independence,39.0911,-94.4155,58.95,68,0,8.05,US,1681384754
354,taoudenni,22.6783,-3.9836,93.2,7,43,9.42,ML,1681384980
355,verkhnyaya inta,65.9811,60.3094,8.33,72,96,8.39,RU,1681384981
356,ifakara,-8.1333,36.6833,84.0,71,90,3.29,TZ,1681384981
357,rapid valley,44.0625,-103.1463,39.76,70,0,11.5,US,1681384981
358,waipawa,-41.4122,175.5153,54.5,85,99,3.94,NZ,1681384982
359,florian,5.8049,-73.9703,60.15,94,100,3.42,CO,1681384982
360,lodja,-3.4833,23.4333,92.12,41,93,3.06,CD,1681384982
361,myitkyina,25.3833,97.4,97.59,14,0,3.04,MM,1681384983
362,bafq,31.6128,55.4107,86.02,18,100,24.72,IR,1681384985
363,portland,45.5234,-122.6762,40.86,92,100,1.99,US,1681384522
364,zabid,14.1951,43.3152,93.92,44,53,17.43,YE,1681384986
365,gat,31.61,34.7642,61.48,100,88,21.7,IL,1681384986
366,itaborai,-22.7444,-42.8594,74.8,77,3,2.1,BR,1681384986
367,manchester,53.4809,-2.2374,51.85,72,75,21.85,GB,1681384987
368,luang prabang,19.8856,102.1347,101.32,17,40,4.21,LA,1681384987
369,along,28.1667,94.7667,84.31,48,3,2.98,IN,1681384987
370,altay,47.8667,88.1167,38.97,51,40,2.19,CN,1681384987
371,coihaique,-45.5752,-72.0662,21.15,100,0,1.14,CL,1681384988
372,lorengau,-2.0226,147.2712,81.81,81,98,11.12,PG,1681384988
373,deer lake,49.1667,-57.4316,31.86,100,75,0.0,CA,1681384988
374,staryy nadym,65.6118,72.6842,5.27,82,100,20.0,RU,1681384988
375,mugur-aksy,50.35,90.5,27.99,43,100,5.23,RU,1681384988
376,itaueira,-7.6033,-43.0256,79.3,55,88,7.45,BR,1681384988
377,kachug,53.9606,105.8817,30.52,48,97,1.97,RU,1681384989
378,namibe,-15.1961,12.1522,80.51,60,49,6.8,AO,1681384989
379,richards bay,-28.783,32.0377,82.38,45,15,4.52,ZA,1681384989
380,marsh harbour,26.5412,-77.0636,73.98,85,57,16.55,BS,1681384989
381,muzhi,65.3667,64.6667,9.19,71,10,12.62,RU,1681384990
382,alcacer do sal,38.3733,-8.5144,63.81,38,100,11.56,PT,1681384990
383,kamaishi,39.2667,141.8833,48.76,66,1,3.71,JP,1681384990
384,paraiso,9.8383,-83.8656,65.26,97,50,3.36,CR,1681384990
385,manzanillo,20.3433,-77.1167,73.06,84,7,3.38,CU,1681384991
386,scarborough,54.2797,-0.4044,49.57,84,86,8.01,GB,1681384968
387,rocha,-34.4833,-54.3333,56.59,64,100,7.36,UY,1681384991
388,labuan,5.2767,115.2417,82.76,74,20,2.3,MY,1681384992
389,mirnyy,62.5353,113.9611,15.3,92,96,3.74,RU,1681384992
390,rudsar,37.1376,50.288,71.58,65,96,11.34,IR,1681384992
391,bairiki,1.3292,172.9752,80.6,89,75,6.91,KI,1681384993
392,jiuquan,39.7432,98.5174,53.13,26,100,6.49,CN,1681384993
393,loandjili,-4.7561,11.8578,87.91,70,20,5.75,CG,1681384994
394,cherskiy,68.75,161.3,-8.81,100,96,3.11,RU,1681384994
395,jiaojiang,28.6803,121.4428,66.99,93,100,2.59,CN,1681384994
396,vysokogornyy,50.1167,139.15,23.76,93,97,3.85,RU,1681384994
397,lima,-12.0432,-77.0282,73.9,84,0,8.05,PE,1681384872
398,samarai,-10.6167,150.6667,81.28,80,100,10.0,PG,1681384995
399,bolshoye murashkino,55.7826,44.7754,57.63,43,84,16.75,RU,1681384995
400,wewak,-3.5534,143.6268,80.46,84,24,11.95,PG,1681384995
401,ust-karsk,52.7011,118.8077,29.19,88,16,4.23,RU,1681384995
402,tomatlan,19.9333,-105.25,63.48,54,24,3.83,MX,1681384996
403,amahai,-3.3333,128.9167,81.03,82,93,1.9,ID,1681384996
404,ewa beach,21.3156,-158.0072,75.15,74,0,9.22,US,1681384996
405,linjiang,41.8069,126.9078,52.14,75,97,5.17,CN,1681384997
406,bull savanna,17.8868,-77.5902,72.1,89,42,6.4,JM,1681384997
407,altinopolis,-21.0256,-47.3739,67.35,91,22,2.21,BR,1681384997
408,petukhovo,55.0692,67.9019,58.41,28,25,17.05,RU,1681384998
409,mazagao,-0.115,-51.2894,78.85,85,61,2.55,BR,1681384998
410,aksu,41.1231,80.2644,67.48,11,12,6.87,CN,1681384998
411,avanigadda,16.0215,80.9181,95.88,31,0,12.53,IN,1681384998
412,cobija,-11.0267,-68.7692,73.58,100,91,0.0,BO,1681384999
413,aksarka,66.5606,67.7975,9.39,78,18,7.2,RU,1681384999
414,kiama,-34.6833,150.8667,66.99,94,99,1.01,AU,1681384726
415,turayf,31.6725,38.6637,61.05,31,75,13.8,SA,1681384999
416,brae,60.3964,-1.353,45.28,81,86,15.75,GB,1681384999
417,udachnyy,66.4167,112.4,16.45,36,84,9.55,RU,1681384999
418,tabas,33.5959,56.9244,95.22,14,92,16.11,IR,1681385000
419,marataizes,-21.0433,-40.8244,75.69,79,87,3.94,BR,1681385000
420,neiafu,-18.65,-173.9833,80.94,73,95,17.52,TO,1681385001
421,maldonado,-34.6667,-54.9167,60.22,63,99,7.9,UY,1681385001
422,samarinda,-0.5,117.15,77.05,96,100,2.89,ID,1681385001
423,arbazh,57.6804,48.3065,43.93,51,71,16.96,RU,1681385002
424,puerto colombia,10.9878,-74.9547,78.89,82,96,17.47,CO,1681385002
425,leningradskiy,69.3833,178.4167,-14.85,100,63,5.32,RU,1681385002
426,nemuro,43.3236,145.575,39.34,70,71,5.79,JP,1681385002
427,rongcheng,30.634,117.8517,71.6,84,76,2.71,CN,1681385003
428,bose,45.4612,8.0137,58.28,45,90,9.26,IT,1681385003
429,nuevo progreso,23.1667,-97.95,65.46,79,45,4.16,MX,1681385003
430,penzance,50.1186,-5.5371,52.77,71,20,19.57,GB,1681385003
431,verkhnetulomskiy,68.6073,31.7962,33.93,58,14,7.14,RU,1681385004
432,beloha,-25.1667,45.05,77.59,64,92,9.08,MG,1681385004
433,muyezerskiy,63.9333,31.65,28.69,72,6,10.69,RU,1681385004
434,fuerte olimpo,-21.0415,-57.8738,73.13,95,8,4.05,PY,1681385004
435,makakilo city,21.3469,-158.0858,73.72,74,0,9.22,US,1681385005
436,avera,33.194,-82.5271,55.38,88,100,6.58,US,1681385005
437,gbarnga,6.9956,-9.4722,91.62,48,29,2.93,LR,1681385005
438,san fernando,15.0286,120.6898,82.13,87,100,3.02,PH,1681384900
439,abu samrah,35.3029,37.1841,59.94,56,89,25.66,SY,1681385006
440,minab,27.1467,57.0801,93.52,31,0,9.22,IR,1681385006
441,topchikha,52.8192,83.1185,52.72,40,96,15.75,RU,1681385006
442,marzuq,14.4,46.4667,85.96,34,24,13.11,YE,1681385007
443,los llanos de aridane,28.6585,-17.9182,65.95,64,75,17.27,ES,1681385007
444,lukovetskiy,64.2956,41.9211,25.27,52,4,7.14,RU,1681385007
445,quatre cocos,-20.2078,57.7625,86.09,69,43,8.63,MU,1681385007
446,roma,43.2128,-75.4557,58.62,83,0,0.0,US,1681384803
447,araras,-22.3569,-47.3842,69.48,91,20,3.42,BR,1681385007
448,alofi,-19.0595,-169.9187,78.69,83,100,11.5,NU,1681385008
449,bastia,42.6667,9.3333,62.4,37,75,4.0,FR,1681385008
450,port hedland,-20.3167,118.5667,78.85,94,75,23.02,AU,1681384788
451,wilmington,34.2257,-77.9447,58.86,87,0,0.0,US,1681384715
452,lerwick,60.1545,-1.1494,46.4,85,91,17.13,GB,1681385009
453,sept-iles,50.2001,-66.3821,37.92,68,20,10.36,CA,1681385009
454,benjamin constant,-4.3831,-70.0311,75.33,94,20,0.0,BR,1681385009
455,zhanaozen,43.3,52.8,73.81,40,100,9.04,KZ,1681385010
456,hazorasp,41.3194,61.0742,96.64,7,91,21.99,UZ,1681385010
457,quelimane,-17.8786,36.8883,84.15,70,75,3.44,MZ,1681385010
458,mitsamiouli,-11.3847,43.2844,82.89,71,49,3.2,KM,1681385011
459,kamskiye polyany,55.4307,51.4171,63.41,29,99,9.22,RU,1681385011
460,alihe,50.5667,123.7167,34.52,64,100,6.96,CN,1681385011
461,coos bay,43.3665,-124.2179,37.92,94,0,8.05,US,1681385011
462,santona,43.4439,-3.4576,57.33,65,89,21.07,ES,1681385011
463,buchanan,5.8808,-10.0467,85.95,68,21,6.29,LR,1681385012
464,pacific grove,36.6177,-121.9166,42.66,85,8,1.01,US,1681384764
465,uvat,59.1433,68.8953,20.75,77,100,14.12,RU,1681385012
466,solikamsk,59.6196,56.7729,32.07,65,99,11.92,RU,1681385012
467,teseney,15.11,36.6575,100.13,23,25,15.21,ER,1681385013
468,port-gentil,-0.7193,8.7815,89.56,58,40,2.3,GA,1681385013
469,duncanville,32.6518,-96.9083,58.82,89,0,4.61,US,1681385013
470,saint-pierre,-21.3393,55.4781,85.68,66,20,8.05,RE,1681385013
471,numan,9.4667,12.0333,102.45,10,2,5.26,NG,1681385014
472,sovetskiy,61.3614,63.5842,15.3,69,100,11.79,RU,1681385014
473,canutama,-6.5339,-64.3831,75.47,96,100,0.69,BR,1681385014
474,tanhacu,-14.0214,-41.2481,74.52,76,69,4.9,BR,1681385015
475,jiayuguan,39.8167,98.3,51.67,23,95,3.91,CN,1681385015
476,iranshahr,27.2025,60.6848,97.14,14,20,11.5,IR,1681385015
477,morondava,-20.2833,44.2833,82.8,65,71,9.04,MG,1681385015
478,mudanjiang,44.5833,129.6,45.93,32,25,6.49,CN,1681385016
479,lakes entrance,-37.8811,147.981,59.16,90,34,5.66,AU,1681385016
480,el vigia,8.6219,-71.6506,75.18,91,99,1.7,VE,1681385016
481,yuxia,34.0615,108.6291,63.21,83,85,2.13,CN,1681385017
482,odienne,9.51,-7.5692,97.12,18,11,4.63,CI,1681385017
483,takaungu,-3.6837,39.8566,91.89,60,74,11.61,KE,1681385017
484,spokane,47.6166,-117.3677,32.41,83,40,5.75,US,1681384511
485,shimoda,34.6667,138.95,59.04,69,42,4.12,JP,1681385018
486,high level,58.5169,-117.136,28.51,80,0,3.44,CA,1681384802
487,malartic,48.1335,-78.1328,42.91,99,100,8.03,CA,1681385018
488,butembo,0.15,29.2833,73.09,62,100,1.05,CD,1681385018
489,prince rupert,54.3161,-130.3201,38.89,86,100,28.77,CA,1681385018
490,toronto,43.7001,-79.4163,61.09,64,0,4.61,CA,1681385016
491,bontang,0.1333,117.5,82.11,84,92,7.25,ID,1681385019
492,sola,-13.8833,167.55,80.58,80,100,7.29,VU,1681385019
493,dalvik,65.9702,-18.5286,37.33,74,51,5.5,IS,1681385019
494,rancho palos verdes,33.7445,-118.387,55.51,92,100,1.99,US,1681384842
495,pandamatenga,-18.5278,25.627,89.56,19,18,4.72,BW,1681385019
496,lahaina,20.8783,-156.6825,74.8,86,100,8.61,US,1681385020
497,gorontalo,0.5412,123.0595,77.81,94,99,2.42,ID,1681384743
498,nador,35.174,-2.9287,73.47,49,20,17.27,MA,1681385020
499,luga,58.7372,29.8453,52.72,58,100,12.33,RU,1681385020
500,ballina,-28.8667,153.5667,61.79,74,6,14.29,AU,1681385020
501,kailua,21.4022,-157.7394,75.18,79,100,4.0,US,1681384730
502,carballo,43.213,-8.691,55.87,84,87,10.11,ES,1681385021
503,sattur,9.3667,77.9333,100.06,25,1,12.95,IN,1681385021
504,zhaotong,27.3167,103.7167,67.08,61,13,10.51,CN,1681385021
505,tacuarembo,-31.7333,-55.9833,52.95,94,100,7.61,UY,1681384915
506,high prairie,55.4334,-116.4858,31.48,83,66,4.85,CA,1681385021
507,bud,39.447,-86.1758,53.94,81,53,4.9,US,1681385022
508,okhotsk,59.3833,143.3,17.15,95,50,3.49,RU,1681385022
509,honiara,-9.4333,159.95,78.31,88,77,1.99,SB,1681385022
510,tura,25.5198,90.2201,93.9,16,0,5.44,IN,1681384760
511,atasu,48.6814,71.6433,63.59,21,100,5.88,KZ,1681385022
512,kaseda,31.4167,130.3167,62.87,65,49,8.59,JP,1681385022
513,vila,42.0304,-8.1588,45.7,82,100,6.31,PT,1681385023
514,kurilsk,45.2333,147.8833,37.11,69,98,8.21,RU,1681385023
515,touros,-5.1989,-35.4608,80.47,82,100,12.75,BR,1681384768
516,flagstaff,35.1981,-111.6513,44.01,52,0,11.5,US,1681385023
517,aliaga,15.5167,120.8667,81.9,82,100,5.57,PH,1681385023
518,pyaozerskiy,65.8333,31.1667,29.44,70,82,7.56,RU,1681385024
519,yatou,37.15,122.3833,50.9,74,100,15.12,CN,1681385024
520,tartagal,-22.5164,-63.8013,69.06,95,97,8.3,AR,1681385024
521,glendive,47.1053,-104.7125,38.82,81,100,16.11,US,1681385024
522,luwuk,-0.9516,122.7875,79.83,90,74,0.78,ID,1681385025
523,basco,20.4487,121.9702,78.51,87,72,18.63,PH,1681385025
524,teguldet,57.3064,88.1667,34.27,97,100,11.56,RU,1681385025
525,brumunddal,60.881,10.9395,42.4,96,100,13.6,NO,1681385025
526,adeje,28.1227,-16.726,74.01,64,0,23.02,ES,1681385026
527,dunedin,-45.8742,170.5036,53.8,91,100,7.0,NZ,1681384727
528,port hardy,50.6996,-127.4199,41.0,93,100,3.44,CA,1681385026
529,luderitz,-26.6481,15.1594,71.53,43,16,16.84,NA,1681385027
530,wanaka,-44.7,169.15,51.13,94,100,3.67,NZ,1681385027
531,ostrovnoy,68.0531,39.5131,20.61,81,19,9.86,RU,1681385027
532,eureka,40.8021,-124.1637,38.68,93,13,1.01,US,1681385027
533,hovd,48.0056,91.6419,40.44,26,73,6.38,MN,1681385027
534,mae ramat,16.984,98.5166,93.52,34,26,9.57,TH,1681385028
535,kalengwa,-13.4659,25.0027,72.77,76,91,4.92,ZM,1681385028
536,strezhevoy,60.7333,77.5889,12.99,69,100,9.01,RU,1681385028
537,west wendover,40.7391,-114.0733,38.41,45,100,28.77,US,1681385028
538,salekhard,66.53,66.6019,4.91,78,18,10.11,RU,1681385028
539,metlaltoyuca,20.7333,-97.85,62.35,93,32,2.26,MX,1681385029
540,tenenkou,14.4572,-4.9169,97.97,9,100,15.17,ML,1681385029
541,panguna,-6.3164,155.4848,68.36,94,99,2.08,PG,1681385029
542,khandyga,62.6667,135.6,20.82,97,82,0.51,RU,1681385029
543,kamloops,50.6665,-120.3192,32.58,79,0,5.01,CA,1681384849
544,frontignan,43.4485,3.754,59.05,46,7,22.21,FR,1681385029
545,acari,-15.4311,-74.6158,70.05,91,51,0.45,PE,1681385030
546,dharchula,29.85,80.5333,84.11,16,20,7.25,IN,1681385030
547,qinhuangdao,39.9317,119.5883,55.65,62,100,2.73,CN,1681385030
548,ndele,8.4109,20.6473,99.97,28,77,0.92,CF,1681385030
549,dzaoudzi,-12.7887,45.2699,89.49,62,20,5.75,YT,1681385030
550,chepareria,1.3077,35.2039,79.12,40,100,11.65,KE,1681385030
551,cape canaveral,28.4058,-80.6048,74.07,90,75,8.05,US,1681385031
552,chapais,49.7834,-74.8492,24.58,96,70,4.83,CA,1681385031
553,ugoofaaru,5.6667,73.0,84.02,71,30,8.48,MV,1681385031
554,victoria,22.2855,114.1577,77.38,80,43,3.0,HK,1681384804
555,boa vista,2.8197,-60.6733,78.78,78,40,3.44,BR,1681385031
556,ulaangom,49.9811,92.0667,29.79,49,99,5.86,MN,1681385032
557,atambua,-9.1061,124.8925,75.49,87,95,1.9,ID,1681385032
558,latur,18.4,76.5833,99.64,14,93,3.11,IN,1681385032
559,songjianghe,42.1859,127.479,47.32,71,100,6.85,CN,1681385032
560,the valley,18.217,-63.0578,79.11,83,40,9.22,AI,1681384908
561,uige,-7.6087,15.0613,84.6,53,70,1.05,AO,1681385032
562,vernon,50.2581,-119.2691,32.76,78,25,2.3,CA,1681385033
563,pushkinskiye gory,57.0209,28.9103,58.14,51,100,10.27,RU,1681385033
564,coahuayana,18.7333,-103.6833,68.79,58,77,3.22,MX,1681385033
565,tigil,57.8,158.6667,13.64,89,100,5.57,RU,1681385033
566,hundested,55.9667,11.8667,54.97,65,13,13.62,DK,1681385034
567,iguape,-24.7081,-47.5553,71.94,86,7,5.53,BR,1681384845
568,sambava,-14.2667,50.1667,82.17,73,45,9.15,MG,1681385034
569,egvekinot,66.3167,-179.1667,-7.15,87,100,8.14,RU,1681385034
570,gejiu,23.306,103.1635,75.09,15,5,8.34,CN,1681385034
571,kutum,14.2,24.6667,87.87,11,5,12.12,SD,1681385035
572,constitucion,-35.3333,-72.4167,54.46,91,85,1.63,CL,1681385035
573,namtsy,62.7161,129.6658,19.51,95,77,2.89,RU,1681385035
574,gargzdai,55.7128,21.4033,55.18,84,100,9.35,LT,1681385036
575,thinadhoo,0.5333,72.9333,83.34,70,4,1.74,MV,1681385036
576,paris,48.8534,2.3488,57.78,58,75,17.27,FR,1681384807
577,arlit,18.7369,7.3853,94.93,7,53,1.81,NE,1681385036
578,brigantine,39.4101,-74.3646,62.15,66,0,4.61,US,1681385036
579,husavik,66.0449,-17.3389,34.59,83,68,8.37,IS,1681385036
580,yarim,14.298,44.3779,62.55,48,96,8.16,YE,1681385037
581,cochabamba,-17.3895,-66.1568,55.8,81,40,3.44,BO,1681385037
582,presidente medici,-11.1753,-61.9014,72.88,96,100,1.16,BR,1681385037
583,vila franca do campo,37.7167,-25.4333,61.21,76,36,6.33,PT,1681385037
